scenario_key,age,premium_term_number,premium_term_label,income_start_year,income_start_age,valid,blockers,notes,estimation_method,source_pdf_count,source_ages,source_labels,annualised_premium_basis,min_annualised_premium,max_annualised_premium,total_planned_premium,target_monthly_income,annualised_income,monthly_income_per_100k_annualised_premium,annualised_income_per_100k_annualised_premium,annual_income_rate_per_total_premium_pct,projection_years,maturity_age,projection_truncated,projection_end_age,current_illustrated_yield_pct_pa,guaranteed_illustrated_yield_pct_pa,total_distribution_cost_pct,final_net_irr_pct,reference_year,reference_age,reference_surrender_value,reference_policy_value,reference_cumulative_income,reference_total_benefits,total_projected_income,final_surrender_value,final_death_benefit,total_benefits_at_projection,net_illustrated_yield_pct_pa,index_account_assumption_pct_pa,blended_drag_vs_index_assumption_pct,face_amount_estimate,total_premium_charge_estimate,total_policy_fee_estimate,total_admin_fee_estimate,total_fee_estimate,policy_value_booster_estimate,net_fees_after_booster,effect_of_deductions,y1_policy_value,y1_surrender_value,y1_death_benefit,income_start_annual_income,income_start_cumulative_income,income_start_surrender_value,y10_annual_income,y10_cumulative_income,y10_surrender_value,y20_annual_income,y20_cumulative_income,y20_surrender_value,y40_annual_income,y40_cumulative_income,y40_surrender_value,final_policy_year,final_age
AGE15_2PAY_PY9,15,2,2 Years,9,24,true,,"Selected age is estimated from source age 46 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",age_shifted_source,1,46,A46 2 Years / PY9,100000,50000,83000000,200000,1031.333333,12376,1031.333333,12376,6.188,79,125,true,94,4.73,-1.28,10.32,4.881288,40,55,259820,259820,441555,701375,1028465,260915,260915,1289380,4.73,6.35,1.62,200000,15500,126499.98,71480.04,213480.02,70080,143400.02,1408344,92303,60303,105000,12376,12376,219427,12737,25113,225549,12767,152693,233639,15017,441555,259820,79,94
AGE15_2PAY_PY10,15,2,2 Years,10,25,true,,"Selected age is estimated from source age 46 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",age_shifted_source,1,46,A46 2 Years / PY10,100000,50000,83000000,200000,1093,13116,1093,13116,6.558,79,125,true,94,4.77,-1.28,10.32,4.914651,40,55,273026,273026,452407,725433,1069149,274177,274177,1343326,4.77,6.35,1.58,200000,15500,126499.98,74807.9,216807.88,70080,146727.88,1386329,92303,60303,105000,13116,13116,238702,13116,13116,238702,13528,148296,246817,15780,452407,273026,79,94
AGE15_2PAY_PY11,15,2,2 Years,11,26,true,,"Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,46,A46 2 Years / PY4; A46 2 Years / PY10,100000,50000,83000000,200000,1146.638889,13759.666667,1146.638889,13759.666667,6.879833,79,125,true,94,4.815,-1.28,10.32,4.911624,40,55,284506,284506,458737.33,743243.33,1101392.5,285705.33,285705.33,1387097.83,4.815,6.35,1.535,200000,15500,126499.98,77796.71,219796.69,70080,149716.69,1365224.17,92303,60303,105000,13759.67,13759.67,255149,0,0,250143,14189.5,141380,258272.17,16442.67,458737.33,284506,79,94
AGE15_2PAY_PY12,15,2,2 Years,12,27,true,,"Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,46,A46 2 Years / PY4; A46 2 Years / PY10,100000,50000,83000000,200000,1200.277778,14403.333333,1200.277778,14403.333333,7.201667,79,125,true,94,4.86,-1.28,10.32,4.901544,40,55,295986,295986,463740.33,759726.33,1132302,297233.67,297233.67,1429535.67,4.86,6.35,1.49,200000,15500,126499.98,80785.53,222785.51,70080,152705.51,1344119.33,92303,60303,105000,14403.33,14403.33,266688.67,0,0,261584,14850.67,133139,269727.33,17105,463740.33,295986,79,94
AGE15_2PAY_PY13,15,2,2 Years,13,28,true,,"Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,46,A46 2 Years / PY4; A46 2 Years / PY10,100000,50000,83000000,200000,1253.916667,15047,1253.916667,15047,7.5235,79,125,true,94,4.905,-1.28,10.32,4.885628,40,55,307466,307466,467416.5,774882.5,1161878.5,308762,308762,1470640.5,4.905,6.35,1.445,200000,15500,126499.98,83774.34,225774.32,70080,155694.32,1323014.5,92303,60303,105000,15047,15047,278406,0,0,273025,15512,123573.5,281182.5,17769,467416.5,307466,79,94
AGE15_2PAY_PY14,15,2,2 Years,14,29,true,,"Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Income start year 14 is beyond the illustrated start years in the parsed source PIs for this premium term; the estimate is held at the clamped extrapolation bound and may understate the deferral benefit.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,46,A46 2 Years / PY4; A46 2 Years / PY10,100000,50000,83000000,200000,1253.916667,15047,1253.916667,15047,7.5235,79,125,true,94,4.905,-1.28,10.32,4.735062,40,55,307466,307466,449647.5,757113.5,1144035.5,308762,308762,1452797.5,4.905,6.35,1.445,200000,15500,126499.98,83774.34,225774.32,70080,155694.32,1323014.5,92303,60303,105000,15047,15047,278764,0,0,273025,15510,108061.5,281182.5,17766.5,449647.5,307466,79,94
AGE15_2PAY_PY15,15,2,2 Years,15,30,true,,"Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Income start year 15 is beyond the illustrated start years in the parsed source PIs for this premium term; the estimate is held at the clamped extrapolation bound and may understate the deferral benefit.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,46,A46 2 Years / PY4; A46 2 Years / PY10,100000,50000,83000000,200000,1253.916667,15047,1253.916667,15047,7.5235,79,125,true,94,4.905,-1.28,10.32,4.594657,40,55,307466,307466,431881,739347,1126193.5,308762,308762,1434955.5,4.905,6.35,1.445,200000,15500,126499.98,83774.34,225774.32,70080,155694.32,1323014.5,92303,60303,105000,15047,15047,279124,0,0,273025,15507.5,92551.5,281182.5,17764,431881,307466,79,94
AGE15_2PAY_PY16,15,2,2 Years,16,31,true,,"Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Income start year 16 is beyond the illustrated start years in the parsed source PIs for this premium term; the estimate is held at the clamped extrapolation bound and may understate the deferral benefit.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,46,A46 2 Years / PY4; A46 2 Years / PY10,100000,50000,83000000,200000,1253.916667,15047,1253.916667,15047,7.5235,79,125,true,94,4.905,-1.28,10.32,4.463188,40,55,307466,307466,414117,721583,1108354,308762,308762,1417116,4.905,6.35,1.445,200000,15500,126499.98,83774.34,225774.32,70080,155694.32,1323014.5,92303,60303,105000,15047,15047,279396,0,0,273025,15505.5,77044,281182.5,17763,414117,307466,79,94
AGE15_2PAY_PY17,15,2,2 Years,17,32,true,,"Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Income start year 17 is beyond the illustrated start years in the parsed source PIs for this premium term; the estimate is held at the clamped extrapolation bound and may understate the deferral benefit.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,46,A46 2 Years / PY4; A46 2 Years / PY10,100000,50000,83000000,200000,1253.916667,15047,1253.916667,15047,7.5235,79,125,true,94,4.905,-1.28,10.32,4.339627,40,55,307466,307466,396354,703820,1090516.5,308762,308762,1399278.5,4.905,6.35,1.445,200000,15500,126499.98,83774.34,225774.32,70080,155694.32,1323014.5,92303,60303,105000,15047,15047,279960,0,0,273025,15504.5,61538.5,281182.5,17762,396354,307466,79,94
AGE15_2PAY_PY18,15,2,2 Years,18,33,true,,"Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Income start year 18 is beyond the illustrated start years in the parsed source PIs for this premium term; the estimate is held at the clamped extrapolation bound and may understate the deferral benefit.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,46,A46 2 Years / PY4; A46 2 Years / PY10,100000,50000,83000000,200000,1253.916667,15047,1253.916667,15047,7.5235,79,125,true,94,4.905,-1.28,10.32,4.223101,40,55,307466,307466,378592,686058,1072681.5,308762,308762,1381443.5,4.905,6.35,1.445,200000,15500,126499.98,83774.34,225774.32,70080,155694.32,1323014.5,92303,60303,105000,15047,15047,280318.5,0,0,273025,15501,46034,281182.5,17796.5,378592,307466,79,94
AGE15_2PAY_PY19,15,2,2 Years,19,34,true,,"Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Income start year 19 is beyond the illustrated start years in the parsed source PIs for this premium term; the estimate is held at the clamped extrapolation bound and may understate the deferral benefit.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,46,A46 2 Years / PY4; A46 2 Years / PY10,100000,50000,83000000,200000,1253.916667,15047,1253.916667,15047,7.5235,79,125,true,94,4.905,-1.28,10.32,4.112864,40,55,307466,307466,360795.5,668261.5,1054847.5,308762,308762,1363609.5,4.905,6.35,1.445,200000,15500,126499.98,83774.34,225774.32,70080,155694.32,1323014.5,92303,60303,105000,15047,15047,280911,0,0,273025,15486,30533,281182.5,18865.5,360795.5,307466,79,94
AGE15_2PAY_PY20,15,2,2 Years,20,35,true,,"Entry age 15 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Income start year 20 is beyond the illustrated start years in the parsed source PIs for this premium term; the estimate is held at the clamped extrapolation bound and may understate the deferral benefit.; Source illustrations end at policy year 79; the projection stops at attained age 94, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,46,A46 2 Years / PY4; A46 2 Years / PY10,100000,50000,83000000,200000,1253.916667,15047,1253.916667,15047,7.5235,79,125,true,94,4.905,-1.28,10.32,4.008275,40,55,307466,307466,341930,649396,1037015.5,308762,308762,1345777.5,4.905,6.35,1.445,200000,15500,126499.98,83774.34,225774.32,70080,155694.32,1323014.5,92303,60303,105000,15047,15047,281182.5,0,0,273025,15047,15047,281182.5,18863.5,341930,307466,79,94
